City,Lat,Long,Temp,Max Temp,Min Temp,Humidity,Clouds,Wind,Country,Datetime
bredasdorp,-34.5322,20.0403,15.08,15.08,15.08,67,100,2.17,ZA,1663406537
saint-philippe,-21.3585,55.7679,24.77,25.06,24.77,78,18,7.76,RE,1663406537
dunedin,-45.8742,170.5036,8.22,8.22,8.22,70,100,0.89,NZ,1663406427
quatre cocos,-20.2078,57.7625,24.49,24.49,24.06,72,26,7.62,MU,1663406537
tashtyp,52.7939,89.8983,12.5,12.5,12.5,47,94,3.17,RU,1663406537
kruisfontein,-34.0033,24.7314,18.9,18.9,18.9,56,76,4.82,ZA,1663406537
cascais,38.6979,-9.4215,22.26,25.9,20.53,91,20,6.26,PT,1663406537
kibala,9.1104,18.3463,25.97,25.97,25.97,78,40,4.12,TD,1663406538
naze,28.3667,129.4833,25.51,25.51,25.51,91,100,15.33,JP,1663406487
sarakhs,36.5449,61.1577,31.94,31.94,31.94,19,0,5.14,IR,1663406538
ponta do sol,32.6667,-17.1,26.35,26.35,26.35,82,25,4.37,PT,1663406538
upernavik,72.7868,-56.1549,0.58,0.58,0.58,74,11,5.92,GL,1663406538
kaitangata,-46.2817,169.8464,6.17,6.17,6.17,85,100,1.5,NZ,1663406539
kloulklubed,7.0419,134.2556,28.28,28.28,28.28,57,62,3.32,PW,1663406539
broken hill,-31.95,141.4333,13.35,13.35,13.35,48,70,7.1,AU,1663406495
goksun,38.021,36.4973,29.38,29.38,29.38,18,0,1.32,TR,1663406539
lahij,13.1667,44.5833,34.36,34.36,34.36,36,70,2.3,YE,1663406540
leshukonskoye,64.8989,45.7622,13.33,13.33,13.33,81,100,4.19,RU,1663406540
mumbwa,-14.9783,27.0619,28.52,28.52,28.52,24,26,2.97,ZM,1663406540
jumla,29.2747,82.1838,19.98,19.98,19.98,79,93,1.96,NP,1663406541
morros,-9.4467,-46.3003,26.0,26.0,26.0,37,84,2.34,BR,1663406541
olafsvik,64.8945,-23.7142,8.89,8.89,8.89,80,100,2.6,IS,1663406541
constantine,36.365,6.6147,21.67,21.67,21.67,83,75,3.6,DZ,1663406541
araouane,18.9048,-3.5265,34.31,34.31,34.31,19,29,3.14,ML,1663406542
sitka,57.0531,-135.33,8.94,8.94,8.94,81,0,2.57,US,1663406542
khatanga,71.9667,102.5,1.83,1.83,1.83,66,100,6.94,RU,1663406542
hermanus,-34.4187,19.2345,14.33,14.33,14.33,70,100,3.21,ZA,1663406542
havelock,34.8791,-76.9013,15.67,19.41,12.81,91,0,2.06,US,1663406542
grindavik,63.8424,-22.4338,9.26,9.26,6.97,87,75,1.03,IS,1663406542
pangnirtung,66.1451,-65.7125,4.23,4.23,4.23,74,100,2.32,CA,1663406542
jamestown,42.097,-79.2353,12.92,13.8,11.77,77,100,2.57,US,1663406543
kudahuvadhoo,2.6708,72.8944,27.76,27.76,27.76,65,79,2.41,MV,1663406543
darnah,32.767,22.6367,25.77,25.77,25.77,57,0,3.04,LY,1663406543
yulara,-25.2406,130.9889,22.31,22.31,22.31,15,0,3.01,AU,1663406543
clyde river,70.4692,-68.5914,1.13,1.13,1.13,100,100,7.72,CA,1663406544
narsaq,60.9167,-46.05,14.12,14.12,14.12,61,100,8.02,GL,1663406544
yellowknife,62.456,-114.3525,8.29,8.29,8.09,93,20,3.09,CA,1663406544
torbay,47.6666,-52.7314,12.53,12.99,11.82,87,75,9.26,CA,1663406544
port hardy,50.6996,-127.4199,8.1,10.0,8.1,100,75,1.03,CA,1663406544
mufumbwe,-13.6833,24.8,30.81,30.81,30.81,20,82,2.83,ZM,1663406544
kodiak,57.79,-152.4072,11.73,11.73,11.73,87,100,2.06,US,1663406270
bouna,9.2667,-3.0,22.47,22.47,22.47,91,100,2.68,CI,1663406545
mandera,3.9366,41.867,33.27,33.27,33.27,30,47,6.97,KE,1663406545
port elizabeth,-33.918,25.5701,19.62,20.16,19.62,73,20,6.17,ZA,1663406444
karla,59.3723,24.9275,13.86,15.32,12.84,77,75,2.06,EE,1663406545
wahiawa,21.5028,-158.0236,21.72,24.18,20.86,85,75,0.0,US,1663406545
bathsheba,13.2167,-59.5167,28.34,28.34,28.34,89,20,7.2,BB,1663406545
keningau,5.3378,116.1602,27.45,27.45,27.45,80,100,1.31,MY,1663406382
marsa matruh,31.3525,27.2453,26.33,26.33,26.33,44,0,0.88,EG,1663406546
brae,60.3964,-1.353,9.74,9.74,9.74,72,100,8.0,GB,1663406547
vung tau,10.346,107.0843,29.52,29.52,29.52,74,93,5.56,VN,1663406331
arlit,18.7369,7.3853,33.35,33.35,33.35,34,99,3.52,NE,1663406548
bluff,-46.6,168.3333,8.22,8.22,8.22,76,99,2.84,NZ,1663406548
abalak,58.1286,68.5944,16.29,16.29,16.29,37,94,5.99,RU,1663406548
nikolskoye,59.7035,30.7861,12.83,12.94,11.55,90,100,3.37,RU,1663406548
namibe,-15.1961,12.1522,22.16,22.16,22.16,72,5,3.78,AO,1663406548
victoria,22.2855,114.1577,32.45,33.99,31.69,68,69,4.92,HK,1663406510
santiago de cuba,20.0247,-75.8219,26.06,26.06,26.06,73,20,1.54,CU,1663406549
carnarvon,-24.8667,113.6333,21.81,21.81,21.81,55,1,7.14,AU,1663406549
kirakira,-10.4544,161.9205,26.67,26.67,26.67,83,34,4.09,SB,1663406549
esperance,-33.8667,121.9,16.14,16.14,16.14,76,4,6.27,AU,1663406549
andenes,69.3143,16.1194,10.99,11.63,10.99,82,20,9.26,NO,1663406549
bengkulu,-3.8004,102.2655,27.08,27.08,27.08,81,80,1.38,ID,1663406239
sao joao da barra,-21.6403,-41.0511,17.4,17.4,17.4,87,100,5.05,BR,1663406549
tuscaloosa,33.2098,-87.5692,19.22,20.12,18.09,92,75,0.0,US,1663406549
baruun-urt,46.6806,113.2792,14.14,14.14,14.14,35,66,8.84,MN,1663406550
sur,22.5667,59.5289,34.39,34.39,34.39,47,18,4.27,OM,1663406550
tiznit,29.5833,-9.5,19.48,19.48,19.48,77,72,2.48,MA,1663406550
talcahuano,-36.7167,-73.1167,8.82,8.82,8.82,93,100,4.63,CL,1663406550
ramgarh,23.6333,85.5167,32.03,32.03,32.03,67,100,1.24,IN,1663406550
narasannapeta,18.4167,84.05,31.19,31.19,31.19,67,99,3.78,IN,1663406550
winder,33.9926,-83.7202,16.32,18.56,14.56,95,75,0.0,US,1663406550
nuevo progreso,23.1667,-97.95,22.94,23.59,22.72,80,99,1.45,MX,1663406551
cherskiy,68.75,161.3,0.69,0.69,0.69,79,100,7.05,RU,1663406551
sheridan,44.8333,-106.9173,9.83,11.21,9.45,96,0,2.57,US,1663406551
hobyo,5.3505,48.5268,28.71,28.71,28.71,64,56,10.65,SO,1663406551
umea,63.8284,20.2597,11.96,11.96,10.51,94,100,5.14,SE,1663406551
russell,32.3502,-85.1999,20.02,20.78,18.99,82,13,2.13,US,1663406551
basco,20.4487,121.9702,28.64,28.64,28.64,72,99,7.04,PH,1663406551
luderitz,-26.6481,15.1594,20.45,20.45,20.45,55,17,7.24,NA,1663406411
airai,-8.9266,125.4092,21.19,21.19,21.19,49,86,1.13,TL,1663406552
sangar,63.9242,127.4739,5.23,5.23,5.23,90,92,0.22,RU,1663406552
kapiri mposhi,-13.9652,28.6809,28.14,28.14,28.14,23,9,2.96,ZM,1663406552
itacoatiara,-3.1431,-58.4442,24.14,24.14,24.14,67,32,0.44,BR,1663406552
arraial do cabo,-22.9661,-42.0278,18.92,18.92,15.98,68,75,2.57,BR,1663406552
caravelas,-17.7125,-39.2481,20.52,20.52,20.52,91,51,1.68,BR,1663406552
port lincoln,-34.7333,135.8667,12.63,12.63,12.63,72,94,8.86,AU,1663406552
aras,42.5617,-2.356,17.23,17.23,14.24,48,0,3.09,ES,1663406553
piacabucu,-10.4056,-36.4344,22.43,22.43,22.43,82,12,2.8,BR,1663406553
kwinana,-32.25,115.7667,16.7,18.08,16.16,75,98,1.79,AU,1663406303
fushun,41.8558,123.9233,22.84,22.84,22.84,83,95,2.02,CN,1663406554
hamilton,39.1834,-84.5333,16.88,18.76,14.16,93,0,2.57,US,1663406554
bedesa,8.9,40.7833,23.43,23.43,23.43,56,41,3.68,ET,1663406554
pahrump,36.2083,-115.9839,21.64,21.64,19.03,27,0,2.84,US,1663406554
camacha,33.0833,-16.3333,22.68,22.68,22.68,83,75,6.17,PT,1663406554
san jose,37.3394,-121.895,13.08,14.91,10.8,81,0,0.45,US,1663406497
hasaki,35.7333,140.8333,26.22,27.38,26.22,78,100,4.74,JP,1663406354
lago da pedra,-4.3333,-45.1667,21.01,21.01,21.01,98,20,1.61,BR,1663406554
cidreira,-30.1811,-50.2056,15.4,15.4,15.4,83,0,5.94,BR,1663406555
severo-kurilsk,50.6789,156.125,9.97,9.97,9.97,84,12,6.89,RU,1663406555
sola,-13.8833,167.55,25.37,25.37,25.37,94,40,0.0,VU,1663406555
furano,43.2818,142.4743,20.72,20.72,20.72,96,100,1.85,JP,1663406555
shenkursk,62.1091,42.896,10.31,10.31,10.31,94,100,5.05,RU,1663406556
leningradskiy,69.3833,178.4167,1.8,1.8,1.8,97,100,5.76,RU,1663406556
mayo,38.8876,-76.5119,15.54,17.97,12.86,95,0,0.0,US,1663406556
kresttsy,58.2452,32.5165,8.74,8.74,8.74,94,98,4.46,RU,1663406556
hovd,48.0056,91.6419,11.62,11.62,11.62,41,35,4.84,MN,1663406556
port macquarie,-31.4333,152.9167,16.78,16.78,16.78,61,6,2.79,AU,1663406556
martapura,-3.4167,114.85,33.05,33.05,33.05,55,20,1.54,ID,1663406556
encinitas,33.037,-117.292,17.64,19.86,15.89,90,75,2.06,US,1663406557
acapulco,16.8634,-99.8901,23.9,23.9,23.9,94,100,1.54,MX,1663406557
ambilobe,-13.2,49.05,34.26,34.26,34.26,24,0,3.58,MG,1663406557
fuerte olimpo,-21.0415,-57.8738,18.94,18.94,18.94,61,0,2.32,PY,1663406557
alofi,-19.0595,-169.9187,20.94,20.94,20.94,94,1,0.51,NU,1663406557
kavieng,-2.5744,150.7967,28.18,28.18,28.18,71,60,5.28,PG,1663406557
ugento,39.9263,18.1574,26.04,26.04,22.72,64,96,4.02,IT,1663406557
nome,64.5011,-165.4064,10.04,10.04,8.95,87,100,15.43,US,1663406557
skjervoy,70.0311,20.9714,9.0,9.0,9.0,85,100,5.2,NO,1663406557
norman wells,65.282,-126.8329,7.02,7.02,7.02,87,75,2.06,CA,1663406558
faya,18.3851,42.4509,25.29,27.06,25.29,37,56,3.29,SA,1663406558
charlestown,-32.95,151.6667,17.91,18.74,16.71,53,2,1.79,AU,1663406402
provideniya,64.3833,-173.3,6.91,6.91,6.91,94,100,7.07,RU,1663406559
longyearbyen,78.2186,15.6401,-0.09,-0.09,-0.09,69,75,6.17,SJ,1663406344
ust-tsilma,65.441,52.1498,16.04,16.04,16.04,52,49,4.15,RU,1663406559
faanui,-16.4833,-151.75,25.68,25.68,25.68,71,28,10.63,PF,1663406559
castro,-24.7911,-50.0119,8.96,8.96,8.96,80,99,4.87,BR,1663406559
ruston,32.5232,-92.6379,17.9,17.9,16.99,94,0,0.0,US,1663406560
dikson,73.5069,80.5464,2.72,2.72,2.72,72,22,4.37,RU,1663406560
acarau,-2.8856,-40.12,25.29,25.29,25.29,77,84,6.35,BR,1663406560
cayenne,4.9333,-52.3333,23.02,23.02,23.02,94,20,0.0,GF,1663406560
anadyr,64.75,177.4833,5.56,6.28,5.56,86,75,8.0,RU,1663406561
taltal,-25.4,-70.4833,11.29,11.29,11.29,84,0,0.74,CL,1663406561
gisborne,-38.6533,178.0042,9.69,9.69,9.69,88,23,2.21,NZ,1663406561
upington,-28.4478,21.2561,28.21,28.21,28.21,24,40,2.06,ZA,1663406548
atherton,53.5237,-2.4935,12.7,14.58,10.08,65,29,1.79,GB,1663406561
lincoln,40.8,-96.667,20.02,21.42,17.86,87,8,1.34,US,1663406353
kampot,10.6167,104.1833,29.03,29.03,29.03,66,77,5.79,KH,1663406561
hervey bay,-25.2986,152.8535,21.68,21.68,21.68,90,80,4.47,AU,1663406562
guerrero negro,27.9769,-114.0611,19.89,19.89,19.89,83,0,6.44,MX,1663406562
portland,45.5234,-122.6762,12.91,14.32,10.9,81,75,4.12,US,1663406562
nagram,26.6167,81.1333,29.03,29.03,29.03,69,94,2.46,IN,1663406562
verkhniy uslon,55.7701,48.9823,14.01,14.12,14.01,88,100,4.32,RU,1663406562
north bend,43.4065,-124.2243,10.23,12.14,8.37,96,0,2.06,US,1663406562
hithadhoo,-0.6,73.0833,27.82,27.82,27.82,71,17,3.11,MV,1663406563
egvekinot,66.3167,-179.1667,2.99,2.99,2.99,92,100,9.36,RU,1663406339
nantucket,41.2835,-70.0995,14.72,15.64,10.06,67,40,2.57,US,1663406563
windhoek,-22.5594,17.0832,26.93,27.28,26.27,12,0,4.63,NA,1663406302
bambanglipuro,-7.95,110.2833,26.83,26.83,26.83,74,100,5.98,ID,1663406563
omboue,-1.5746,9.2618,25.94,25.94,25.94,74,98,2.98,GA,1663406563
kyzyl-suu,42.3414,78.0056,19.91,19.91,19.91,30,1,3.33,KG,1663406563
jalu,29.0331,21.5482,31.72,31.72,31.72,22,0,2.62,LY,1663406563
baghdogra,26.7,88.3167,30.13,30.13,30.13,73,89,1.18,IN,1663406564
broome,42.2506,-75.833,13.83,15.2,12.48,83,100,1.54,US,1663406564
paita,-5.0892,-81.1144,17.27,17.27,17.27,88,8,3.77,PE,1663406564
ginda,30.6945,78.4932,20.33,20.33,20.33,79,92,1.77,IN,1663406564
cacahoatan,14.9833,-92.1667,21.11,21.11,21.11,91,100,1.86,MX,1663406564
saint george,37.1041,-113.5841,20.91,20.91,20.33,47,0,1.54,US,1663406564
quelimane,-17.8786,36.8883,29.97,29.97,29.97,54,20,3.6,MZ,1663406564
constitucion,-35.3333,-72.4167,11.56,11.56,11.56,94,100,2.57,CL,1663406564
fairbanks,64.8378,-147.7164,9.65,11.01,8.32,78,100,2.57,US,1663406565
mahebourg,-20.4081,57.7,24.16,24.58,24.16,69,75,7.72,MU,1663406565
snyder,32.7179,-100.9176,21.22,23.51,21.19,68,0,2.06,US,1663406565
marawi,7.9986,124.2928,24.13,24.13,24.13,85,100,0.78,PH,1663406565
nueva loja,0.0847,-76.8828,19.0,19.0,19.0,99,93,0.72,EC,1663406565
colac,-38.3333,143.5833,9.35,9.54,8.38,91,91,8.11,AU,1663406566
mishan,45.55,131.8833,13.94,13.94,13.94,97,100,0.82,CN,1663406566
kapaa,22.0752,-159.319,22.56,25.99,22.18,80,0,4.12,US,1663406566
kjollefjord,70.9457,27.3465,7.9,8.03,7.9,93,100,8.75,NO,1663406566
nuuk,64.1835,-51.7216,8.34,8.34,8.34,93,100,1.54,GL,1663406566
goderich,43.7501,-81.7165,16.17,16.62,14.95,94,83,3.6,CA,1663406567
aklavik,68.2191,-135.0107,2.77,2.77,2.77,95,56,3.56,CA,1663406567
rodrigues alves,-7.738,-72.6509,19.93,19.93,19.93,91,12,0.65,BR,1663406567
vikesa,58.6376,6.0913,10.54,11.6,10.06,73,72,9.0,NO,1663406567
souillac,-20.5167,57.5167,24.21,24.21,24.21,69,75,7.72,MU,1663406567
gambela,8.25,34.5833,28.29,28.29,28.29,67,36,1.17,ET,1663406567
pedernales,18.0384,-71.744,28.06,28.06,28.06,71,99,0.96,DO,1663406568
mount gambier,-37.8333,140.7667,10.95,10.95,10.95,82,40,8.23,AU,1663406568
yarega,63.4354,53.5765,12.8,12.8,12.8,68,100,4.04,RU,1663406568
praia,14.9215,-23.5087,26.3,26.3,26.3,83,75,5.66,CV,1663406568
kilindoni,-7.9139,39.6668,24.89,24.89,24.89,70,42,3.03,TZ,1663406569
asyut,27.181,31.1837,31.54,31.54,31.54,26,0,5.81,EG,1663406569
stromness,58.965,-3.296,12.15,12.15,9.98,81,100,6.71,GB,1663406569
lorengau,-2.0226,147.2712,27.74,27.74,27.74,73,52,3.4,PG,1663406570
moron,-34.6534,-58.6198,15.13,16.09,13.83,85,100,4.5,AR,1663406570
toora-khem,52.4675,96.11,8.02,8.02,8.02,75,100,1.22,RU,1663406570
mutsu,41.2894,141.2169,22.75,22.75,22.75,85,96,0.46,JP,1663406437
alice springs,-23.7,133.8833,22.75,22.75,22.75,21,0,3.09,AU,1663406407
yarada,17.65,83.2667,33.18,33.18,33.18,66,40,5.14,IN,1663406570
the hammocks,25.6715,-80.4445,25.94,28.89,25.0,96,20,0.89,US,1663406570
verkhnetulomskiy,68.6073,31.7962,11.07,11.07,10.07,92,100,3.04,RU,1663406570
jaque,7.5175,-78.1703,24.87,24.87,24.87,89,95,2.4,PA,1663406571
pryazha,61.6926,33.6216,9.58,10.57,9.58,92,99,2.58,RU,1663406571
killybegs,54.6333,-8.45,8.84,11.84,8.84,64,100,1.5,IE,1663406571
san martin,-33.081,-68.4681,13.3,13.3,13.3,37,100,4.18,AR,1663406571
salalah,17.0151,54.0924,30.05,30.05,30.05,74,20,6.17,OM,1663406571
avera,33.194,-82.5271,16.6,16.73,15.03,76,0,2.26,US,1663406571
zhezkazgan,47.8043,67.7144,20.99,20.99,20.99,17,0,7.0,KZ,1663406572
ribeira grande,38.5167,-28.7,23.22,23.22,23.22,83,20,1.03,PT,1663406572
mbanza-ngungu,-5.25,14.8667,26.38,26.38,26.38,56,82,3.25,CD,1663406572
sabang,5.8933,95.3214,28.27,28.27,28.27,76,43,11.01,ID,1663406572
coihaique,-45.5752,-72.0662,-3.03,-3.03,-3.66,93,0,1.03,CL,1663406572
huicungo,-7.2833,-76.8,19.33,19.33,19.33,99,47,0.62,PE,1663406572
paoua,7.2427,16.4406,23.84,23.84,23.84,86,99,2.27,CF,1663406572
tarauaca,-8.1614,-70.7656,20.33,20.33,20.33,89,29,0.6,BR,1663406572
puerto escondido,15.85,-97.0667,24.87,24.87,24.87,96,100,4.95,MX,1663406572
qorveh,35.1664,47.8045,27.01,27.01,27.01,12,0,3.7,IR,1663406573
amga,60.8953,131.9608,7.87,7.87,7.87,67,77,1.57,RU,1663406573
kasur,31.1156,74.4467,33.06,33.06,33.06,36,0,2.97,PK,1663406573
akyab,20.15,92.9,29.14,29.14,29.14,73,59,4.08,MM,1663406573
hit,33.6416,42.8251,38.13,38.13,38.13,12,0,6.45,IQ,1663406573
ginir,7.1333,40.7,23.24,23.24,23.24,41,51,4.23,ET,1663406574
coquimbo,-29.9533,-71.3436,11.85,11.85,11.85,87,100,1.03,CL,1663406574
copiapo,-27.3667,-70.3333,10.83,10.83,10.83,89,100,0.77,CL,1663406574
yeppoon,-23.1333,150.7333,20.88,20.88,20.88,91,71,3.24,AU,1663406574
najran,17.4924,44.1277,35.36,35.36,35.36,19,81,5.85,SA,1663406574
arcata,40.8665,-124.0828,12.44,13.44,11.53,87,100,1.54,US,1663406574
novoagansk,61.9449,76.6625,16.37,16.37,16.37,43,68,4.49,RU,1663406574
high level,58.5169,-117.136,13.06,13.06,13.06,94,100,4.12,CA,1663406575
ramona,33.0417,-116.8681,14.55,17.39,12.91,87,100,0.0,US,1663406575
vardo,70.3705,31.1107,8.99,8.99,8.99,87,100,12.86,NO,1663406575
khuzhir,53.1939,107.3397,13.15,13.15,13.15,47,45,5.14,RU,1663406575
concepcion del uruguay,-32.4825,-58.2372,14.43,14.43,12.92,85,100,2.24,AR,1663406575
tolbazy,54.0241,55.8825,14.82,14.82,14.82,94,100,6.32,RU,1663406575
saint anthony,45.0205,-93.218,18.61,19.61,17.15,90,20,3.6,US,1663406576
labuan,5.2767,115.2417,30.2,30.2,30.2,74,20,1.54,MY,1663406576
tuktoyaktuk,69.4541,-133.0374,3.72,3.72,3.72,88,100,4.0,CA,1663406576
te anau,-45.4167,167.7167,3.89,3.89,3.89,93,88,0.96,NZ,1663406417
natal,-5.795,-35.2094,23.12,23.12,21.36,88,20,2.06,BR,1663406577
pevek,69.7008,170.3133,0.86,0.86,0.86,97,100,9.41,RU,1663406577
baykit,61.67,96.37,11.2,11.2,11.2,48,25,3.34,RU,1663406577
lolodorf,3.2333,10.7333,23.95,23.95,23.95,89,98,1.35,CM,1663406577
muros,42.7762,-9.0603,19.91,20.05,19.91,76,100,1.64,ES,1663406307
tual,-5.6667,132.75,26.87,26.87,26.87,75,100,1.42,ID,1663406577
maidenhead,51.5228,-0.7199,12.39,14.35,9.69,59,10,2.57,GB,1663406578
kindu,-2.95,25.95,29.2,29.2,29.2,59,100,1.77,CD,1663406578
beterou,9.1992,2.2586,24.86,24.86,24.86,85,92,1.24,BJ,1663406579
bambous virieux,-20.3428,57.7575,24.14,24.56,24.14,69,75,7.72,MU,1663406579
necochea,-38.5473,-58.7368,12.62,12.62,12.62,84,100,7.32,AR,1663406580
presidencia roque saenz pena,-26.7852,-60.4388,14.44,14.44,14.44,45,10,4.81,AR,1663406580
nerchinskiy zavod,51.3088,119.61,12.26,12.26,12.26,79,90,4.18,RU,1663406580
acari,-15.4311,-74.6158,17.12,17.12,17.12,75,40,1.43,PE,1663406580
les escoumins,48.1111,-69.0236,6.64,6.64,6.64,88,0,2.54,CA,1663406580
komsomolskiy,40.4272,71.7189,29.4,29.4,29.4,18,2,2.06,UZ,1663406580
morondava,-20.2833,44.2833,26.72,26.72,26.72,59,0,4.73,MG,1663406327
flin flon,54.7682,-101.865,7.57,7.57,7.57,77,75,2.2,CA,1663406581
coahuayana,18.7333,-103.6833,23.52,23.52,23.52,96,100,1.85,MX,1663406581
luganville,-15.5333,167.1667,25.82,25.82,25.82,85,37,4.69,VU,1663406581
samarai,-10.6167,150.6667,28.04,28.04,28.04,80,65,5.63,PG,1663406581
saskylakh,71.9167,114.0833,1.31,1.31,1.31,98,100,8.15,RU,1663406581
kokopo,-4.352,152.2633,26.4,26.4,26.4,71,95,1.94,PG,1663406582
luan,46.3592,6.9759,7.1,9.35,4.79,73,59,3.13,CH,1663406582
selty,57.3132,52.1345,17.2,17.2,17.2,61,100,4.88,RU,1663406582
vestmannaeyjar,63.4427,-20.2734,7.55,7.55,7.55,93,40,2.57,IS,1663406582
dwarka,22.2394,68.9678,27.47,27.47,27.47,75,100,6.89,IN,1663406583
lompoc,34.6391,-120.4579,13.95,14.94,12.55,93,100,4.12,US,1663406583
taoudenni,22.6783,-3.9836,34.56,34.56,34.56,17,0,5.11,ML,1663406583
